people,change_pr_number,change_role_time,change_role,involved_pr_after_permission_change
jeanlf,1717,2021-03-25 08:53:36,Reviewer,1717#1760
aureliendavid,1678,2021-01-13 10:07:16,Maintainer,1678#1697#1709
jeanlf,1673,2021-01-07 09:26:35,Maintainer,1673#1710#1712#1717#1730
rbouqueau,1744,2021-04-16 16:16:59,Maintainer,1744
