people,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval,review_rate
asfgit,5,0.0,0.2,4173.9333333333325,17678.166666666664,0.2
icing,2,0.0,0.0,13711.658333333333,31687.15,0.0
ylavic,4,0.0,0.75,107194.75416666667,38955.99444444445,0.5
